PROV_CODE,MUN_CODE,BGY_CODE,DATE,RAB_ANIMBITE_M,RAB_ANIMBITE_F
RIZAL,CAINTA,San Andres (Pob.),04/01/2024,209,246
RIZAL,CAINTA,San Isidro,04/01/2024,92,107
RIZAL,CAINTA,Santa Rosa,04/01/2024,2,5
RIZAL,TAYTAY,Dolores (Pob.),04/01/2024,120,140
RIZAL,TAYTAY,San Juan,04/01/2024,183,272
RIZAL,TAYTAY,Muzon,04/01/2024,56,75
RIZAL,TAYTAY,San Isidro,04/01/2024,65,71
RIZAL,TAYTAY,Santa Ana,04/01/2024,111,139
RIZAL,ANGONO,San Roque,05/01/2024,46,54
RIZAL,ANGONO,Mahabang Parang,05/01/2024,217,264
RIZAL,ANGONO,Bagumbayan,05/01/2024,10,17
RIZAL,ANGONO,Kalayaan,05/01/2024,53,66
RIZAL,ANGONO,Poblacion Ibaba,05/01/2024,11,18
RIZAL,ANGONO,Poblacion Itaas,05/01/2024,3,4
RIZAL,ANGONO,San Isidro,05/01/2024,121,163
RIZAL,ANGONO,San Pedro,05/01/2024,11,18
RIZAL,ANGONO,San Vicente,05/01/2024,54,62
RIZAL,ANGONO,Santo Niño,05/01/2024,9,12
RIZAL,CITY OF ANTIPOLO,Santa Cruz,05/01/2024,75,110
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,05/01/2024,51,43
RIZAL,CITY OF ANTIPOLO,Beverly Hills,05/01/2024,1,0
RIZAL,CITY OF ANTIPOLO,Calawis,05/01/2024,11,9
RIZAL,CITY OF ANTIPOLO,Cupang,05/01/2024,45,60
RIZAL,CITY OF ANTIPOLO,Dalig,05/01/2024,64,75
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),05/01/2024,115,136
RIZAL,CITY OF ANTIPOLO,Inarawan,05/01/2024,37,56
RIZAL,CITY OF ANTIPOLO,Mambugan,05/01/2024,44,66
RIZAL,CITY OF ANTIPOLO,Mayamot,05/01/2024,58,79
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,05/01/2024,13,11
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),05/01/2024,69,73
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),05/01/2024,168,204
RIZAL,CITY OF ANTIPOLO,San Juan,05/01/2024,10,22
RIZAL,CITY OF ANTIPOLO,San Luis,05/01/2024,57,95
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),05/01/2024,105,115
RIZAL,CAINTA,Santa Rosa,05/01/2024,1,11
RIZAL,CAINTA,Santo Niño,05/01/2024,14,22
RIZAL,CAINTA,San Roque,05/01/2024,47,82
RIZAL,CAINTA,San Isidro,05/01/2024,107,141
RIZAL,CAINTA,San Juan,05/01/2024,253,330
RIZAL,CAINTA,Santo Domingo,05/01/2024,91,127
RIZAL,CAINTA,San Andres (Pob.),05/01/2024,219,319
RIZAL,TAYTAY,Dolores (Pob.),05/01/2024,164,189
RIZAL,TAYTAY,San Juan,05/01/2024,254,315
RIZAL,TAYTAY,Muzon,05/01/2024,45,74
RIZAL,TAYTAY,San Isidro,05/01/2024,67,66
RIZAL,TAYTAY,Santa Ana,05/01/2024,139,166
RIZAL,ANGONO,Bagumbayan,06/01/2024,11,16
RIZAL,ANGONO,Kalayaan,06/01/2024,60,75
RIZAL,ANGONO,Mahabang Parang,06/01/2024,98,136
RIZAL,ANGONO,Poblacion Ibaba,06/01/2024,17,17
RIZAL,ANGONO,Poblacion Itaas,06/01/2024,0,5
RIZAL,ANGONO,San Isidro,06/01/2024,114,143
RIZAL,ANGONO,San Pedro,06/01/2024,3,12
RIZAL,ANGONO,San Roque,06/01/2024,36,70
RIZAL,ANGONO,San Vicente,06/01/2024,56,58
RIZAL,ANGONO,Santo Niño,06/01/2024,12,6
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,06/01/2024,59,56
RIZAL,CITY OF ANTIPOLO,Beverly Hills,06/01/2024,4,1
RIZAL,CITY OF ANTIPOLO,Calawis,06/01/2024,8,10
RIZAL,CITY OF ANTIPOLO,Cupang,06/01/2024,73,84
RIZAL,CITY OF ANTIPOLO,Dalig,06/01/2024,93,115
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),06/01/2024,116,160
RIZAL,CITY OF ANTIPOLO,Inarawan,06/01/2024,56,55
RIZAL,CITY OF ANTIPOLO,Mambugan,06/01/2024,64,75
RIZAL,CITY OF ANTIPOLO,Mayamot,06/01/2024,71,88
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,06/01/2024,10,14
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),06/01/2024,93,86
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),06/01/2024,177,202
RIZAL,CITY OF ANTIPOLO,San Juan,06/01/2024,9,25
RIZAL,CITY OF ANTIPOLO,San Luis,06/01/2024,92,123
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),06/01/2024,123,140
RIZAL,CITY OF ANTIPOLO,Santa Cruz,06/01/2024,93,114
RIZAL,CAINTA,Santo Domingo,06/01/2024,101,114
RIZAL,CAINTA,San Andres (Pob.),06/01/2024,251,288
RIZAL,CAINTA,San Juan,06/01/2024,200,278
RIZAL,CAINTA,San Isidro,06/01/2024,85,109
RIZAL,CAINTA,Santa Rosa,06/01/2024,4,4
RIZAL,CAINTA,Santo Niño,06/01/2024,12,24
RIZAL,CAINTA,San Roque,06/01/2024,50,74
RIZAL,TAYTAY,Dolores (Pob.),06/01/2024,129,182
RIZAL,TAYTAY,San Juan,06/01/2024,184,277
RIZAL,TAYTAY,Muzon,06/01/2024,42,70
RIZAL,TAYTAY,San Isidro,06/01/2024,57,65
RIZAL,TAYTAY,Santa Ana,06/01/2024,148,133
RIZAL,ANGONO,Bagumbayan,07/01/2024,8,6
RIZAL,ANGONO,Kalayaan,07/01/2024,17,24
RIZAL,ANGONO,Mahabang Parang,07/01/2024,59,89
RIZAL,ANGONO,Poblacion Ibaba,07/01/2024,2,2
RIZAL,ANGONO,Poblacion Itaas,07/01/2024,2,1
RIZAL,ANGONO,San Isidro,07/01/2024,29,54
RIZAL,ANGONO,San Pedro,07/01/2024,2,3
RIZAL,ANGONO,San Roque,07/01/2024,15,23
RIZAL,ANGONO,San Vicente,07/01/2024,22,15
RIZAL,ANGONO,Santo Niño,07/01/2024,1,3
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),07/01/2024,226,286
RIZAL,CITY OF ANTIPOLO,San Juan,07/01/2024,14,30
RIZAL,CITY OF ANTIPOLO,San Luis,07/01/2024,119,122
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),07/01/2024,148,151
RIZAL,CITY OF ANTIPOLO,Santa Cruz,07/01/2024,90,109
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,07/01/2024,67,89
RIZAL,CITY OF ANTIPOLO,Beverly Hills,07/01/2024,6,3
RIZAL,CITY OF ANTIPOLO,Calawis,07/01/2024,7,5
RIZAL,CITY OF ANTIPOLO,Cupang,07/01/2024,87,85
RIZAL,CITY OF ANTIPOLO,Dalig,07/01/2024,103,119
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),07/01/2024,132,196
RIZAL,CITY OF ANTIPOLO,Inarawan,07/01/2024,39,53
RIZAL,CITY OF ANTIPOLO,Mambugan,07/01/2024,73,68
RIZAL,CITY OF ANTIPOLO,Mayamot,07/01/2024,94,88
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,07/01/2024,17,16
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),07/01/2024,123,133
RIZAL,CAINTA,Santo Niño,07/01/2024,16,21
RIZAL,CAINTA,Santo Domingo,07/01/2024,68,100
RIZAL,CAINTA,San Juan,07/01/2024,192,251
RIZAL,CAINTA,San Roque,07/01/2024,58,63
RIZAL,CAINTA,San Isidro,07/01/2024,94,118
RIZAL,CAINTA,Santa Rosa,07/01/2024,3,4
RIZAL,CAINTA,San Andres (Pob.),07/01/2024,191,243
RIZAL,TAYTAY,Dolores (Pob.),07/01/2024,111,134
RIZAL,TAYTAY,San Juan,07/01/2024,181,251
RIZAL,TAYTAY,Muzon,07/01/2024,41,64
RIZAL,TAYTAY,San Isidro,07/01/2024,55,74
RIZAL,TAYTAY,Santa Ana,07/01/2024,122,142
RIZAL,ANGONO,Mahabang Parang,08/01/2024,94,124
RIZAL,ANGONO,Bagumbayan,08/01/2024,6,6
RIZAL,ANGONO,Kalayaan,08/01/2024,34,58
RIZAL,ANGONO,Poblacion Ibaba,08/01/2024,10,15
RIZAL,ANGONO,Poblacion Itaas,08/01/2024,6,5
RIZAL,ANGONO,San Isidro,08/01/2024,90,123
RIZAL,ANGONO,San Pedro,08/01/2024,4,14
RIZAL,ANGONO,San Roque,08/01/2024,37,44
RIZAL,ANGONO,San Vicente,08/01/2024,35,48
RIZAL,ANGONO,Santo Niño,08/01/2024,5,10
RIZAL,CITY OF ANTIPOLO,Santa Cruz,08/01/2024,33,38
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,08/01/2024,16,25
RIZAL,CITY OF ANTIPOLO,Beverly Hills,08/01/2024,1,0
RIZAL,CITY OF ANTIPOLO,Calawis,08/01/2024,3,3
RIZAL,CITY OF ANTIPOLO,Cupang,08/01/2024,22,24
RIZAL,CITY OF ANTIPOLO,Dalig,08/01/2024,13,39
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),08/01/2024,30,29
RIZAL,CITY OF ANTIPOLO,Inarawan,08/01/2024,13,8
RIZAL,CITY OF ANTIPOLO,Mambugan,08/01/2024,19,18
RIZAL,CITY OF ANTIPOLO,Mayamot,08/01/2024,30,32
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,08/01/2024,3,5
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),08/01/2024,30,41
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),08/01/2024,58,66
RIZAL,CITY OF ANTIPOLO,San Juan,08/01/2024,1,4
RIZAL,CITY OF ANTIPOLO,San Luis,08/01/2024,37,33
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),08/01/2024,33,47
RIZAL,CAINTA,Santo Niño,08/01/2024,15,16
RIZAL,CAINTA,San Juan,08/01/2024,170,210
RIZAL,CAINTA,Santa Rosa,08/01/2024,4,8
RIZAL,CAINTA,Santo Domingo,08/01/2024,69,89
RIZAL,CAINTA,San Roque,08/01/2024,40,63
RIZAL,CAINTA,San Andres (Pob.),08/01/2024,158,205
RIZAL,CAINTA,San Isidro,08/01/2024,69,87
RIZAL,TAYTAY,Dolores (Pob.),08/01/2024,92,105
RIZAL,TAYTAY,San Juan,08/01/2024,169,199
RIZAL,TAYTAY,Muzon,08/01/2024,37,63
RIZAL,TAYTAY,San Isidro,08/01/2024,42,57
RIZAL,TAYTAY,Santa Ana,08/01/2024,112,110
RIZAL,ANGONO,Bagumbayan,09/01/2024,2,14
RIZAL,ANGONO,Kalayaan,09/01/2024,61,59
RIZAL,ANGONO,Mahabang Parang,09/01/2024,100,143
RIZAL,ANGONO,Poblacion Ibaba,09/01/2024,6,15
RIZAL,ANGONO,Poblacion Itaas,09/01/2024,4,7
RIZAL,ANGONO,San Isidro,09/01/2024,98,153
RIZAL,ANGONO,San Pedro,09/01/2024,9,11
RIZAL,ANGONO,San Roque,09/01/2024,37,54
RIZAL,ANGONO,San Vicente,09/01/2024,42,53
RIZAL,ANGONO,Santo Niño,09/01/2024,7,13
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,09/01/2024,7,19
RIZAL,CITY OF ANTIPOLO,Calawis,09/01/2024,12,12
RIZAL,CITY OF ANTIPOLO,Cupang,09/01/2024,139,146
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),09/01/2024,191,283
RIZAL,CITY OF ANTIPOLO,Mayamot,09/01/2024,127,141
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),09/01/2024,148,165
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),09/01/2024,317,384
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),09/01/2024,189,266
RIZAL,CITY OF ANTIPOLO,Mambugan,09/01/2024,95,116
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,09/01/2024,91,140
RIZAL,CITY OF ANTIPOLO,Beverly Hills,09/01/2024,6,12
RIZAL,CITY OF ANTIPOLO,Dalig,09/01/2024,134,185
RIZAL,CITY OF ANTIPOLO,Inarawan,09/01/2024,64,81
RIZAL,CITY OF ANTIPOLO,San Juan,09/01/2024,33,30
RIZAL,CITY OF ANTIPOLO,San Luis,09/01/2024,138,212
RIZAL,CITY OF ANTIPOLO,Santa Cruz,09/01/2024,142,169
RIZAL,CAINTA,Santo Domingo,09/01/2024,78,103
RIZAL,CAINTA,San Juan,09/01/2024,196,249
RIZAL,CAINTA,Santo Niño,09/01/2024,23,14
RIZAL,CAINTA,San Andres (Pob.),09/01/2024,183,243
RIZAL,CAINTA,San Isidro,09/01/2024,76,99
RIZAL,CAINTA,San Roque,09/01/2024,48,60
RIZAL,CAINTA,Santa Rosa,09/01/2024,5,8
RIZAL,TAYTAY,San Isidro,09/01/2024,49,52
RIZAL,TAYTAY,Dolores (Pob.),09/01/2024,92,139
RIZAL,TAYTAY,San Juan,09/01/2024,149,196
RIZAL,TAYTAY,Muzon,09/01/2024,41,47
RIZAL,TAYTAY,Santa Ana,09/01/2024,92,131
RIZAL,ANGONO,Mahabang Parang,10/01/2024,94,99
RIZAL,ANGONO,Bagumbayan,10/01/2024,6,10
RIZAL,ANGONO,Kalayaan,10/01/2024,38,47
RIZAL,ANGONO,Poblacion Ibaba,10/01/2024,9,14
RIZAL,ANGONO,Poblacion Itaas,10/01/2024,2,2
RIZAL,ANGONO,San Isidro,10/01/2024,75,125
RIZAL,ANGONO,San Pedro,10/01/2024,9,9
RIZAL,ANGONO,San Roque,10/01/2024,32,50
RIZAL,ANGONO,San Vicente,10/01/2024,51,50
RIZAL,ANGONO,Santo Niño,10/01/2024,6,11
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),10/01/2024,105,124
RIZAL,CITY OF ANTIPOLO,Inarawan,10/01/2024,36,44
RIZAL,CITY OF ANTIPOLO,Mambugan,10/01/2024,41,65
RIZAL,CITY OF ANTIPOLO,Mayamot,10/01/2024,56,77
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,10/01/2024,11,9
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),10/01/2024,71,75
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),10/01/2024,180,210
RIZAL,CITY OF ANTIPOLO,San Juan,10/01/2024,11,19
RIZAL,CITY OF ANTIPOLO,San Luis,10/01/2024,61,102
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),10/01/2024,99,151
RIZAL,CITY OF ANTIPOLO,Santa Cruz,10/01/2024,68,105
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,10/01/2024,42,43
RIZAL,CITY OF ANTIPOLO,Beverly Hills,10/01/2024,5,3
RIZAL,CITY OF ANTIPOLO,Calawis,10/01/2024,12,16
RIZAL,CITY OF ANTIPOLO,Cupang,10/01/2024,51,60
RIZAL,CITY OF ANTIPOLO,Dalig,10/01/2024,61,81
RIZAL,CAINTA,San Andres (Pob.),10/01/2024,199,288
RIZAL,CAINTA,Santo Domingo,10/01/2024,72,118
RIZAL,CAINTA,San Juan,10/01/2024,184,279
RIZAL,CAINTA,San Isidro,10/01/2024,88,105
RIZAL,CAINTA,Santa Rosa,10/01/2024,4,3
RIZAL,CAINTA,Santo Niño,10/01/2024,11,19
RIZAL,CAINTA,San Roque,10/01/2024,52,56
RIZAL,TAYTAY,San Isidro,10/01/2024,40,43
RIZAL,TAYTAY,Dolores (Pob.),10/01/2024,121,138
RIZAL,TAYTAY,Muzon,10/01/2024,30,61
RIZAL,TAYTAY,San Juan,10/01/2024,181,227
RIZAL,TAYTAY,Santa Ana,10/01/2024,94,110
RIZAL,ANGONO,Bagumbayan,11/01/2024,2,4
RIZAL,ANGONO,Kalayaan,11/01/2024,25,31
RIZAL,ANGONO,Mahabang Parang,11/01/2024,82,98
RIZAL,ANGONO,Poblacion Ibaba,11/01/2024,8,9
RIZAL,ANGONO,Poblacion Itaas,11/01/2024,2,2
RIZAL,ANGONO,San Isidro,11/01/2024,51,65
RIZAL,ANGONO,San Pedro,11/01/2024,3,5
RIZAL,ANGONO,San Roque,11/01/2024,20,25
RIZAL,ANGONO,San Vicente,11/01/2024,26,25
RIZAL,ANGONO,Santo Niño,11/01/2024,5,4
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,11/01/2024,7,19
RIZAL,CITY OF ANTIPOLO,Calawis,11/01/2024,12,12
RIZAL,CITY OF ANTIPOLO,Cupang,11/01/2024,139,146
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),11/01/2024,191,283
RIZAL,CITY OF ANTIPOLO,Mayamot,11/01/2024,127,141
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),11/01/2024,148,165
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),11/01/2024,317,384
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),11/01/2024,189,266
RIZAL,CITY OF ANTIPOLO,Mambugan,11/01/2024,95,116
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,11/01/2024,91,140
RIZAL,CITY OF ANTIPOLO,Beverly Hills,11/01/2024,6,12
RIZAL,CITY OF ANTIPOLO,Dalig,11/01/2024,134,185
RIZAL,CITY OF ANTIPOLO,Inarawan,11/01/2024,64,81
RIZAL,CITY OF ANTIPOLO,San Juan,11/01/2024,33,30
RIZAL,CITY OF ANTIPOLO,San Luis,11/01/2024,138,212
RIZAL,CITY OF ANTIPOLO,Santa Cruz,11/01/2024,142,169
RIZAL,CAINTA,San Andres (Pob.),11/01/2024,218,269
RIZAL,CAINTA,Santo Domingo,11/01/2024,64,95
RIZAL,CAINTA,San Juan,11/01/2024,191,262
RIZAL,CAINTA,Santo Niño,11/01/2024,19,20
RIZAL,CAINTA,Santa Rosa,11/01/2024,5,1
RIZAL,CAINTA,San Roque,11/01/2024,54,66
RIZAL,CAINTA,San Isidro,11/01/2024,77,98
RIZAL,TAYTAY,Dolores (Pob.),11/01/2024,82,101
RIZAL,TAYTAY,San Juan,11/01/2024,141,192
RIZAL,TAYTAY,Muzon,11/01/2024,31,43
RIZAL,TAYTAY,San Isidro,11/01/2024,44,42
RIZAL,TAYTAY,Santa Ana,11/01/2024,69,68
RIZAL,ANGONO,Kalayaan,12/01/2024,2,4
RIZAL,ANGONO,Bagumbayan,12/01/2024,1,0
RIZAL,ANGONO,Poblacion Ibaba,12/01/2024,2,3
RIZAL,ANGONO,Poblacion Itaas,12/01/2024,1,0
RIZAL,ANGONO,San Isidro,12/01/2024,4,3
RIZAL,ANGONO,San Roque,12/01/2024,2,4
RIZAL,ANGONO,San Vicente,12/01/2024,3,1
RIZAL,ANGONO,Mahabang Parang,12/01/2024,2,8
RIZAL,ANGONO,San Pedro,12/01/2024,0,0
RIZAL,ANGONO,Santo Niño,12/01/2024,0,0
RIZAL,CITY OF ANTIPOLO,Dalig,12/01/2024,103,119
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),12/01/2024,132,196
RIZAL,CITY OF ANTIPOLO,Inarawan,12/01/2024,39,53
RIZAL,CITY OF ANTIPOLO,Mambugan,12/01/2024,73,68
RIZAL,CITY OF ANTIPOLO,Mayamot,12/01/2024,94,88
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,12/01/2024,17,16
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),12/01/2024,123,133
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),12/01/2024,226,286
RIZAL,CITY OF ANTIPOLO,San Juan,12/01/2024,14,30
RIZAL,CITY OF ANTIPOLO,San Luis,12/01/2024,119,122
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),12/01/2024,148,151
RIZAL,CITY OF ANTIPOLO,Santa Cruz,12/01/2024,90,109
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,12/01/2024,67,89
RIZAL,CITY OF ANTIPOLO,Beverly Hills,12/01/2024,6,3
RIZAL,CITY OF ANTIPOLO,Calawis,12/01/2024,7,5
RIZAL,CITY OF ANTIPOLO,Cupang,12/01/2024,87,85
RIZAL,CAINTA,San Andres (Pob.),12/01/2024,121,172
RIZAL,CAINTA,Santo Domingo,12/01/2024,64,69
RIZAL,CAINTA,San Juan,12/01/2024,140,199
RIZAL,CAINTA,San Isidro,12/01/2024,47,74
RIZAL,CAINTA,Santa Rosa,12/01/2024,5,6
RIZAL,CAINTA,Santo Niño,12/01/2024,12,20
RIZAL,CAINTA,San Roque,12/01/2024,46,55
RIZAL,TAYTAY,Dolores (Pob.),12/01/2024,54,58
RIZAL,TAYTAY,San Juan,12/01/2024,81,123
RIZAL,TAYTAY,Muzon,12/01/2024,15,30
RIZAL,TAYTAY,San Isidro,12/01/2024,27,32
RIZAL,TAYTAY,Santa Ana,12/01/2024,27,32
RIZAL,TAYTAY,Dolores (Pob.),01/01/2023,55,76
RIZAL,CITY OF ANTIPOLO,Cupang,01/01/2023,68,72
RIZAL,CITY OF ANTIPOLO,Dalig,01/01/2023,99,93
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),01/01/2023,140,141
RIZAL,CITY OF ANTIPOLO,Inarawan,01/01/2023,52,41
RIZAL,CITY OF ANTIPOLO,Mambugan,01/01/2023,53,59
RIZAL,CITY OF ANTIPOLO,Mayamot,01/01/2023,71,69
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,01/01/2023,9,11
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),01/01/2023,96,109
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),01/01/2023,213,246
RIZAL,CITY OF ANTIPOLO,San Juan,01/01/2023,21,14
RIZAL,CITY OF ANTIPOLO,San Luis,01/01/2023,107,113
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),01/01/2023,127,154
RIZAL,CITY OF ANTIPOLO,Santa Cruz,01/01/2023,73,84
RIZAL,ANGONO,Kalayaan,01/01/2023,29,25
RIZAL,ANGONO,San Isidro,01/01/2023,66,66
RIZAL,ANGONO,San Pedro,01/01/2023,3,2
RIZAL,ANGONO,Bagumbayan,01/01/2023,12,32
RIZAL,ANGONO,Poblacion Ibaba,01/01/2023,8,8
RIZAL,ANGONO,Poblacion Itaas,01/01/2023,8,1
RIZAL,ANGONO,Santo Niño,01/01/2023,10,10
RIZAL,ANGONO,San Roque,01/01/2023,26,31
RIZAL,ANGONO,San Vicente,01/01/2023,28,27
RIZAL,ANGONO,Mahabang Parang,01/01/2023,64,58
RIZAL,TAYTAY,San Juan,01/01/2023,123,140
RIZAL,TAYTAY,Muzon,01/01/2023,24,27
RIZAL,TAYTAY,San Isidro,01/01/2023,28,25
RIZAL,TAYTAY,Santa Ana,01/01/2023,75,82
RIZAL,CAINTA,Santo Domingo,01/01/2023,0,3
RIZAL,CAINTA,San Juan,01/01/2023,129,130
RIZAL,CAINTA,San Andres (Pob.),01/01/2023,111,98
RIZAL,CAINTA,San Isidro,01/01/2023,64,58
RIZAL,CAINTA,Santa Rosa,01/01/2023,0,0
RIZAL,CAINTA,Santo Niño,01/01/2023,9,6
RIZAL,CAINTA,San Roque,01/01/2023,28,40
RIZAL,CITY OF ANTIPOLO,Calawis,01/01/2023,10,8
RIZAL,TAYTAY,Santa Ana,02/01/2023,58,62
RIZAL,TAYTAY,Dolores (Pob.),02/01/2023,82,84
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,02/01/2023,7,11
RIZAL,CITY OF ANTIPOLO,Calawis,02/01/2023,1,1
RIZAL,CITY OF ANTIPOLO,Cupang,02/01/2023,6,7
RIZAL,CITY OF ANTIPOLO,Dalig,02/01/2023,9,9
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),02/01/2023,11,9
RIZAL,CITY OF ANTIPOLO,Inarawan,02/01/2023,4,3
RIZAL,CITY OF ANTIPOLO,Mambugan,02/01/2023,7,6
RIZAL,CITY OF ANTIPOLO,Mayamot,02/01/2023,9,7
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,01/01/2023,49,68
RIZAL,CITY OF ANTIPOLO,Beverly Hills,01/01/2023,2,1
RIZAL,CAINTA,Santa Rosa,02/01/2023,1,4
RIZAL,CAINTA,Santo Niño,02/01/2023,6,6
RIZAL,CAINTA,San Roque,02/01/2023,42,15
RIZAL,CAINTA,San Andres (Pob.),02/01/2023,0,0
RIZAL,CAINTA,San Juan,02/01/2023,0,0
RIZAL,CAINTA,Santo Domingo,02/01/2023,41,58
RIZAL,CAINTA,San Isidro,02/01/2023,55,55
RIZAL,TAYTAY,Dolores (Pob.),03/01/2023,83,73
RIZAL,TAYTAY,San Juan,03/01/2023,133,150
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,03/01/2023,3,4
RIZAL,CITY OF ANTIPOLO,Beverly Hills,03/01/2023,1,0
RIZAL,CITY OF ANTIPOLO,Calawis,03/01/2023,1,1
RIZAL,CITY OF ANTIPOLO,Cupang,03/01/2023,3,3
RIZAL,CITY OF ANTIPOLO,Dalig,03/01/2023,8,13
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),03/01/2023,11,8
RIZAL,CITY OF ANTIPOLO,Inarawan,03/01/2023,2,3
RIZAL,CITY OF ANTIPOLO,Mambugan,03/01/2023,10,4
RIZAL,CITY OF ANTIPOLO,Mayamot,03/01/2023,10,9
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,03/01/2023,0,1
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),03/01/2023,8,6
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),03/01/2023,20,18
RIZAL,CITY OF ANTIPOLO,San Juan,03/01/2023,3,3
RIZAL,CITY OF ANTIPOLO,San Luis,03/01/2023,7,8
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),03/01/2023,11,14
RIZAL,CITY OF ANTIPOLO,Santa Cruz,03/01/2023,7,8
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,02/01/2023,1,1
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),02/01/2023,11,10
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),02/01/2023,14,21
RIZAL,CITY OF ANTIPOLO,San Juan,02/01/2023,4,2
RIZAL,CITY OF ANTIPOLO,San Luis,02/01/2023,13,9
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),02/01/2023,10,13
RIZAL,CITY OF ANTIPOLO,Santa Cruz,02/01/2023,9,9
RIZAL,CITY OF ANTIPOLO,Beverly Hills,02/01/2023,0,0
RIZAL,ANGONO,Poblacion Itaas,02/01/2023,0,0
RIZAL,ANGONO,Santo Niño,02/01/2023,11,6
RIZAL,ANGONO,Poblacion Ibaba,02/01/2023,8,4
RIZAL,ANGONO,Bagumbayan,02/01/2023,3,4
RIZAL,ANGONO,San Vicente,02/01/2023,19,26
RIZAL,ANGONO,Kalayaan,02/01/2023,23,27
RIZAL,ANGONO,San Isidro,02/01/2023,90,79
RIZAL,ANGONO,Mahabang Parang,02/01/2023,52,78
RIZAL,ANGONO,San Roque,02/01/2023,20,29
RIZAL,ANGONO,San Pedro,02/01/2023,3,5
RIZAL,TAYTAY,San Isidro,02/01/2023,19,38
RIZAL,TAYTAY,Muzon,02/01/2023,23,38
RIZAL,TAYTAY,San Juan,02/01/2023,159,155
RIZAL,ANGONO,San Isidro,03/01/2023,81,95
RIZAL,ANGONO,Bagumbayan,03/01/2023,4,5
RIZAL,ANGONO,Kalayaan,03/01/2023,29,34
RIZAL,ANGONO,Mahabang Parang,03/01/2023,65,76
RIZAL,ANGONO,Poblacion Ibaba,03/01/2023,10,6
